uid,churn
u108671,1
u102633,0
u104987,0
u106489,0
u102657,0
u104573,0
u106358,0
u102326,0
u103163,0
u107633,0
u101638,0
u108433,1
u103727,0
u107374,0
u104680,0
u106152,0
u101626,0
u104118,0
u102453,0
u107347,0
u103143,0
u107978,0
u105443,0
u105023,0
u102200,0
u102116,0
u105662,0
u106126,0
u108575,1
u108125,1
u101098,0
u106969,0
u105480,0
u104757,0
u106298,0
u107658,0
u103417,0
u105485,0
u107682,0
u107985,0
u107320,0
u103197,0
u104030,0
u102268,0
u108003,1
u103903,0
u102198,0
u103407,0
u103104,0
u107402,0
u107895,0
u103666,0
u104658,0
u103606,0
u107567,0
u102798,0
u106740,0
u103943,0
u103265,0
u104771,0
u104165,0
u105254,0
u106438,0
u108084,1
u106195,0
u106199,0
u107898,0
u108383,1
u108077,1
u108472,1
u105508,0
u104671,0
u106598,0
u101784,0
u108020,1
u105455,0
u101287,0
u108083,1
u101084,0
u105199,0
u107902,0
u106645,0
u103268,0
u107161,0
u104190,0
u101183,0
u104703,0
u107939,0
u104510,0
u108048,1
u101249,0
u104014,0
u106756,0
u106735,0
u108558,1
u102803,0
u106711,0
u102506,0
u103310,0
u107277,0
u103601,0
u108797,1
u107896,0
u103582,0
u106067,0
u104282,0
u101399,0
u103263,0
u107549,0
u107081,0
u108979,1
u106589,0
u104001,0
u102547,0
u101473,0
u105656,0
u104377,0
u106241,0
u101760,0
u102484,0
u107407,0
u101757,0
u107818,0
u102110,0
u105859,0
u105630,0
u102226,0
u107648,0
u101815,0
u106267,0
u102470,0
u103171,0
u106783,0
u108414,1
u102374,0
u107398,0
u108610,1
u107645,0
u106581,0
u105433,0
u107015,0
u108825,1
u104793,0
u106923,0
u104576,0
u108157,1
u106542,0
u103420,0
u101386,0
u106387,0
u108659,1
u104078,0
u104033,0
u105459,0
u105918,0
u108290,1
u103399,0
u108476,1
u103468,0
u107822,0
u105245,0
u106132,0
u102459,0
u101046,0
u108706,1
u102634,0
u101721,0
u104727,0
u105326,0
u106055,0
u105440,0
u106092,0
u103887,0
u108719,1
u107861,0
u108333,1
u108183,1
u104770,0
u105513,0
u108121,1
u103805,0
u104856,0
u102569,0
u106227,0
u105618,0
u105267,0
u101539,0
u107123,0
u108622,1
u105157,0
u101873,0
u106881,0
u105631,0
u102505,0
u102367,0
u106013,0
u104949,0
u101139,0
u108417,1
u104355,0
u105670,0
u102343,0
u104354,0
u104938,0
u106007,0
u101447,0
u108980,1
u104970,0
u103978,0
u107948,0
u107141,0
u106458,0
u105478,0
u106176,0
u108898,1
u103988,0
u104327,0
u108094,1
u108515,1
u102274,0
u104114,0
u107513,0
u102348,0
u102867,0
u101365,0
u108745,1
u108528,1
u108442,1
u104955,0
u105854,0
u105240,0
u107363,0
u102269,0
u105247,0
u102746,0
u101182,0
u101929,0
u105427,0
u102760,0
u103733,0
u101221,0
u101001,0
u105061,0
u101219,0
u108791,1
u107930,0
u103178,0
u107238,0
u107113,0
u103921,0
u101576,0
u106056,0
u108943,1
u107803,0
u105460,0
u104378,0
u107837,0
u104669,0
u106877,0
u106623,0
u102437,0
u101761,0
u102623,0
u101096,0
u103575,0
u102019,0
u107737,0
u105422,0
u108473,1
u101499,0
u101276,0
u104437,0
u108267,1
u108360,1
u108118,1
u105331,0
u107237,0
u104337,0
u103270,0
u108179,1
u108681,1
u108046,1
u103795,0
u103266,0
u104611,0
u101607,0
u105547,0
u102586,0
u106745,0
u102960,0
u108963,1
u102043,0
u105255,0
u105923,0
u102051,0
u106842,0
u106340,0
u105657,0
u104652,0
u102398,0
u105434,0
u105734,0
u104850,0
u106354,0
u102409,0
u102735,0
u108792,1
u105484,0
u101215,0
u108670,1
u102736,0
u101240,0
u106768,0
u101193,0
u101593,0
u106134,0
u101205,0
u106625,0
u108749,1
u105999,0
u107966,0
u103335,0
u105870,0
u105996,0
u107569,0
u107643,0
u105141,0
u105931,0
u106612,0
u107029,0
u103299,0
u102334,0
u107900,0
u101983,0
u102286,0
u108691,1
u102250,0
u107508,0
u104553,0
u107697,0
u108577,1
u101145,0
u101430,0
u106038,0
u101517,0
u104066,0
u104146,0
u105221,0
u102120,0
u103705,0
u107171,0
u104898,0
u102582,0
u107491,0
u103340,0
u107821,0
u105659,0
u105271,0
u106351,0
u106561,0
u101358,0
u108218,1
u108146,1
u101380,0
u103761,0
u104519,0
u106662,0
u106491,0
u103527,0
u108643,1
u107117,0
u106336,0
u101318,0
u104788,0
u108892,1
u103316,0
u101373,0
u107770,0
u101807,0
u103065,0
u106813,0
u108148,1
u107690,0
u104784,0
u108008,1
u107069,0
u103652,0
u101082,0
u105041,0
u108928,1
u106165,0
u101439,0
u103303,0
u106992,0
u103098,0
u107615,0
u101178,0
u101335,0
u106197,0
u105844,0
u107162,0
u102988,0
u108240,1
u107507,0
u102204,0
u105700,0
u108485,1
u108101,1
u108971,1
u102928,0
u108049,1
u105495,0
u108030,1
u106841,0
u105965,0
u107182,0
u104481,0
u106655,0
u105646,0
u103401,0
u103269,0
u103867,0
u107852,0
u108927,1
u105517,0
u102729,0
u101296,0
u103473,0
u107723,0
u101575,0
u101939,0
u106470,0
u104034,0
u101824,0
u105658,0
u103130,0
u102571,0
u103260,0
u106902,0
u106433,0
u107915,0
u104284,0
u106921,0
u101794,0
u107209,0
u101556,0
u101520,0
u103599,0
u102292,0
u106891,0
u105371,0
u106047,0
u101293,0
u103495,0
u108454,1
u108678,1
u102711,0
u102743,0
u108813,1
u101685,0
u105971,0
u105310,0
u107085,0
u106008,0
u103854,0
u106355,0
u102841,0
u102927,0
u108182,1
u106284,0
u104747,0
u104801,0
u107485,0
u106251,0
u105966,0
u106863,0
u106100,0
u103807,0
u103534,0
u106569,0
u105085,0
u106275,0
u108274,1
u107303,0
u101893,0
u108758,1
u102599,0
u101926,0
u102072,0
u102685,0
u101058,0
u106196,0
u104417,0
u106263,0
u104729,0
u106820,0
u103183,0
u107693,0
u103160,0
u105045,0
u101303,0
u101681,0
u104499,0
u102179,0
u105293,0
u103084,0
u108309,1
u101897,0
u108066,1
u102539,0
u102299,0
u105596,0
u108499,1
u108010,1
u107839,0
u108880,1
u104817,0
u101754,0
u101509,0
u104927,0
u104835,0
u104620,0
u102420,0
u101091,0
u108474,1
u108390,1
u104907,0
u102665,0
u101911,0
u101676,0
u105140,0
u103755,0
u106970,0
u105790,0
u104759,0
u107563,0
u105947,0
u104003,0
u102920,0
u108032,1
u105872,0
u105940,0
u102190,0
u104494,0
u103307,0
u102860,0
u108765,1
u108457,1
u107741,0
u108190,1
u106785,0
u104811,0
u108648,1
u103768,0
u101616,0
u106407,0
u102096,0
u102389,0
u107644,0
u106095,0
u101606,0
u105119,0
u102124,0
u105764,0
u102805,0
u107359,0
u108091,1
u104454,0
u105332,0
u106803,0
u107875,0
u106964,0
u102902,0
u103442,0
u106819,0
u106280,0
u108467,1
u108908,1
u102493,0
u106942,0
u103719,0
u108431,1
u108993,1
u107100,0
u107749,0
u101255,0
u105198,0
u107192,0
u108810,1
u104412,0
u103636,0
u104104,0
u105574,0
u106981,0
u108823,1
u105201,0
u106097,0
u103539,0
u105464,0
u102883,0
u104461,0
u105128,0
u102930,0
u104100,0
u108034,1
u108184,1
u101283,0
u102894,0
u103964,0
u104048,0
u105339,0
u101692,0
u108736,1
u108666,1
u102230,0
u107042,0
u103008,0
u108166,1
u107095,0
u102168,0
u104926,0
u103091,0
u105653,0
u103387,0
u106044,0
u102248,0
u107639,0
u104062,0
u104086,0
u102075,0
u107552,0
u101341,0
u103801,0
u107440,0
u107265,0
u103226,0
u104334,0
u107223,0
u101410,0
u103682,0
u107602,0
u104547,0
u107689,0
u103773,0
u101635,0
u102574,0
u106493,0
u101108,0
u102858,0
u102330,0
u106795,0
u107529,0
u102522,0
u107621,0
u101748,0
u105066,0
u102333,0
u102751,0
u107014,0
u106549,0
u105905,0
u101062,0
u103058,0
u102119,0
u106448,0
u106175,0
u104527,0
u107466,0
u101863,0
u101979,0
u104440,0
u108374,1
u107177,0
u107975,0
u106324,0
u104366,0
u107098,0
u101083,0
u102472,0
u103552,0
u102102,0
u106439,0
u102345,0
u108406,1
u106466,0
u102065,0
u102880,0
u106024,0
u106949,0
u102384,0
u101292,0
u102315,0
u103540,0
u105074,0
u102061,0
u106520,0
u102826,0
u105039,0
u104760,0
u103779,0
u104234,0
u105952,0
u102618,0
u103762,0
u102027,0
u106390,0
u105912,0
u102186,0
u106061,0
u108479,1
u104918,0
u105593,0
u108209,1
u101574,0
u104332,0
u103352,0
u104250,0
u108991,1
u108703,1
u101586,0
u104318,0
u108222,1
u102184,0
u101804,0
u102644,0
u107001,0
u104674,0
u103036,0
u107071,0
u106463,0
u103831,0
u107687,0
u108915,1
u102946,0
u101140,0
u108907,1
u108699,1
u103884,0
u108889,1
u105694,0
u106853,0
u104263,0
u101305,0
u102710,0
u101763,0
u108589,1
u102836,0
u102576,0
u106027,0
u104546,0
u107441,0
u101417,0
u103950,0
u104958,0
u102016,0
u108376,1
u106026,0
u105770,0
u104564,0
u104372,0
u101697,0
u102309,0
u107172,0
u104822,0
u102060,0
u102958,0
u108891,1
u108296,1
u103322,0
u108449,1
u107942,0
u101191,0
u105236,0
u105276,0
u103028,0
u104379,0
u106292,0
u104182,0
u101913,0
u104980,0
u103568,0
u106669,0
u107173,0
u103308,0
u102495,0
u101486,0
u101561,0
u103811,0
u104312,0
u106597,0
u106475,0
u101266,0
u103360,0
u101035,0
u107949,0
u106628,0
u102491,0
u101838,0
u105724,0
u102254,0
u102670,0
u101875,0
u105522,0
u106752,0
u104908,0
u101534,0
u102825,0
u108144,1
u101037,0
u101351,0
u106977,0
u105135,0
u108941,1
u101029,0
u108964,1
u106452,0
u108412,1
u102870,0
u101656,0
u103123,0
u106804,0
u106747,0
u105101,0
u107637,0
u106299,0
u106983,0
u108686,1
u103427,0
u106913,0
u108667,1
u102981,0
u105977,0
u107203,0
u104536,0
u101896,0
u106532,0
u104495,0
u104161,0
u105453,0
u104072,0
u104248,0
u106823,0
u108168,1
u106682,0
u107097,0
u106043,0
u103031,0
u102359,0
u108244,1
u102673,0
u103838,0
u108135,1
u104196,0
u102630,0
u101936,0
u108047,1
u105216,0
u101850,0
u108789,1
u101092,0
u104264,0
u102545,0
u106229,0
u107269,0
u105248,0
u103142,0
u106960,0
u108853,1
u108167,1
u106590,0
u104058,0
u105729,0
u104178,0
u106289,0
u104150,0
u105206,0
u106615,0
u106818,0
u107111,0
u102414,0
u103080,0
u104772,0
u108632,1
u106453,0
u103923,0
u108195,1
u107912,0
u101146,0
u107186,0
u104271,0
u105834,0
u107390,0
u101199,0
u103272,0
u104640,0
u102010,0
u108525,1
u102308,0
u104295,0
u104456,0
u104008,0
u106624,0
u104511,0
u101228,0
u108009,1
u107573,0
u101633,0
u107044,0
u108751,1
u107668,0
u108137,1
u108081,1
u102125,0
u105784,0
u101262,0
u105811,0
u107878,0
u105179,0
u108373,1
u102047,0
u107708,0
u104478,0
u106065,0
u104262,0
u106364,0
u108535,1
u107501,0
u108606,1
u103412,0
u104604,0
u101153,0
u102847,0
u108865,1
u102771,0
u106261,0
u106990,0
u104830,0
u105447,0
u102039,0
u103245,0
u106719,0
u106518,0
u106763,0
u107470,0
u105110,0
u107428,0
u102366,0
u104410,0
u103570,0
u103339,0
u105711,0
u105195,0
u103207,0
u101007,0
u105758,0
u105771,0
u105520,0
u104426,0
u107443,0
u102534,0
u107088,0
u101044,0
u107170,0
u106866,0
u103477,0
u107917,0
u102910,0
u107090,0
u104717,0
u107505,0
u102002,0
u105337,0
u102550,0
u106257,0
u107646,0
u108740,1
u102914,0
u105581,0
u106149,0
u106950,0
u101188,0
u105213,0
u108702,1
u101333,0
u105794,0
u104725,0
u106010,0
u101170,0
u106527,0
u106283,0
u105158,0
u102325,0
u107606,0
u103928,0
u102774,0
u103817,0
u103982,0
u108483,1
u101253,0
u101954,0
u108381,1
u105750,0
u105756,0
u108297,1
u103444,0
