uid,articles
u101385,"[5288, 6945, 7828, 5371, 4973, 487987]"
u105935,"[292907, 294885, 294843, 294496, 290162, 1573]"
u101583,"[6622, 5459, 6967, 5824, 5299, 488020]"
u107494,"[324710, 322817, 324637, 322788, 321863, 470736]"
u104270,"[323914, 324545, 322041, 323728, 322387, 531909]"
u103732,"[323712, 323784, 323054, 323785, 322205, 473970]"
u104383,"[323392, 324060, 323276, 322390, 324253, 472433]"
u101498,"[5570, 5680, 6938, 5536, 5890, 495381]"
u103319,"[323505, 324141, 324041, 324716, 322435, 472523]"
u106671,"[322317, 322875, 324215, 323582, 324309, 1050]"
u101091,"[7263, 5390, 6524, 5438, 5523, 512642]"
u105243,"[293121, 292823, 295126, 295201, 292797, 599]"
u108017,"[1393, 896, 699, 2598, 3511, 321855]"
u108825,"[1272, 1887, 1430, 838, 2728, 322100]"
u107285,"[322021, 322791, 323355, 323753, 322737, 459]"
u104331,"[324220, 324208, 322947, 322539, 323711, 473903]"
u101332,"[5023, 6165, 5356, 5496, 5024, 495552]"
u101471,"[6055, 5941, 7217, 4984, 6702, 513311]"
u107181,"[324510, 324268, 324168, 323756, 323097, 470771]"
u105002,"[293293, 295302, 294994, 294780, 295204, 3088]"
u106217,"[321897, 322892, 321890, 324033, 323271, 3398]"
u104490,"[323459, 322890, 323914, 322425, 324592, 474072]"
u102096,"[6360, 7012, 6605, 5107, 7217, 486881]"
u106272,"[322310, 324144, 323433, 321854, 323770, 1047]"
u106517,"[321931, 323719, 324457, 324544, 323097, 2691]"
u107093,"[323420, 323129, 323457, 324252, 322854, 470830]"
u107314,"[323917, 323405, 322847, 323652, 321990, 470683]"
u101124,"[5291, 6327, 5947, 5978, 7032, 511467]"
u103494,"[324459, 324491, 324749, 324104, 322079, 472403]"
u104787,"[324217, 322892, 323270, 323882, 324482, 532051]"
u104551,"[322208, 323028, 322375, 322900, 323377, 473421]"
u105630,"[294351, 294191, 293666, 293204, 293265, 2370]"
u108850,"[2980, 1031, 1224, 1135, 1154, 322549]"
u102734,"[6494, 6708, 7799, 7578, 7199, 488148]"
u106828,"[323905, 322365, 324373, 323868, 322222, 1226]"
u108996,"[2484, 1872, 2676, 2749, 971, 322444]"
u106248,"[321912, 324586, 323134, 324463, 323117, 2133]"
u102774,"[6286, 7501, 6963, 6759, 7424, 487749]"
u108895,"[2302, 1161, 681, 1987, 3341, 323737]"
u106332,"[321979, 321895, 321954, 322739, 323258, 3372]"
u107060,"[324153, 322288, 323163, 322214, 322735, 474754]"
u104263,"[323854, 323145, 324014, 324590, 323461, 513178]"
u106014,"[323970, 324538, 322986, 323000, 322475, 2755]"
u102386,"[7009, 6027, 6345, 6635, 7008, 511480]"
u105472,"[293794, 293964, 294993, 293479, 294049, 3435]"
u105507,"[294568, 295378, 293110, 293926, 293194, 2384]"
u102186,"[5413, 6739, 7103, 7323, 7274, 488191]"
u102871,"[7595, 6623, 5430, 6510, 5336, 486907]"
u105233,"[292846, 294181, 293798, 293006, 294004, 1547]"
u102410,"[5460, 5296, 4998, 6014, 6297, 511538]"
u106461,"[322298, 322665, 323532, 323051, 324069, 2179]"
u104377,"[323151, 322159, 323718, 323746, 322752, 473761]"
u101842,"[7160, 5086, 6513, 5198, 6988, 512982]"
u105011,"[294716, 294060, 294147, 293522, 293308, 887]"
u108315,"[2904, 2059, 1956, 2433, 3515, 324719]"
u103642,"[322917, 323843, 322877, 324458, 323207, 472344]"
u106141,"[322236, 323505, 323349, 324562, 323627, 1060]"
u104706,"[322927, 324307, 323665, 323076, 324253, 472848]"
u105163,"[290104, 293572, 294495, 294753, 294098, 2899]"
u105944,"[294910, 290157, 293849, 294694, 294337, 2400]"
u105218,"[294402, 293395, 295138, 294177, 292857, 2837]"
u108224,"[2270, 2251, 3216, 1611, 1650, 321908]"
u105946,"[294197, 295201, 293306, 292809, 294500, 620]"
u102680,"[7566, 5361, 5896, 6063, 7271, 495282]"
u102896,"[5229, 6920, 6029, 5308, 6491, 488064]"
u103309,"[323091, 324070, 322545, 322259, 322889, 473548]"
u107848,"[323745, 322563, 323504, 322600, 324585, 471694]"
u103743,"[324092, 324218, 322501, 322317, 322802, 473552]"
u108753,"[865, 2646, 1371, 1430, 1114, 322010]"
u102102,"[7870, 6720, 6140, 6668, 5650, 495417]"
u106657,"[324611, 323379, 323896, 323918, 324164, 2621]"
u105497,"[294110, 293297, 294374, 293893, 292810, 1443]"
u102240,"[5934, 6882, 6951, 5080, 6750, 495494]"
u103807,"[322466, 322307, 322214, 56, 324352, 474118]"
u106980,"[324404, 323680, 324061, 323180, 324364, 3021]"
u108960,"[986, 3251, 1795, 979, 2242, 322977]"
u108220,"[1439, 728, 2644, 3335, 816, 322174]"
u103623,"[324354, 323683, 323414, 322273, 323554, 530882]"
u108448,"[1566, 3073, 773, 942, 1045, 324679]"
u102214,"[6540, 7184, 5253, 5074, 5793, 488314]"
u106117,"[324095, 324592, 323468, 323748, 323587, 2304]"
u102967,"[5050, 7481, 6564, 7679, 6125, 487346]"
u105050,"[290121, 293601, 294193, 294939, 293713, 3032]"
u106008,"[323171, 323780, 322693, 322090, 323411, 1086]"
u105645,"[294414, 294926, 294687, 293946, 295271, 984]"
u108796,"[3079, 3503, 1813, 1018, 1805, 324248]"
u106562,"[324146, 322724, 324064, 323092, 324012, 2724]"
u105805,"[292729, 294416, 294822, 293263, 294431, 3381]"
u101473,"[5971, 7392, 4941, 5780, 6573, 495448]"
u105758,"[293592, 294956, 292983, 293315, 294873, 2732]"
u108911,"[2959, 3159, 1845, 1719, 1655, 324280]"
u101288,"[6178, 7573, 7665, 4917, 7038, 487619]"
u107952,"[323895, 322512, 323828, 322368, 36, 474439]"
u101080,"[5682, 5156, 5707, 7079, 7276, 512697]"
u101636,"[6529, 4950, 6523, 6280, 5003, 511359]"
u105726,"[293868, 294234, 294094, 292865, 295327, 1712]"
u106280,"[321880, 323008, 324261, 322283, 321966, 670]"
u103759,"[322040, 323231, 323681, 323077, 66, 511411]"
u104899,"[322059, 322082, 323055, 323254, 323781, 472370]"
u103075,"[324401, 323709, 324224, 323703, 322123, 533202]"
u104550,"[324401, 322974, 323250, 323363, 322577, 513569]"
u101055,"[5259, 5841, 4973, 6590, 6983, 511564]"
u103728,"[323307, 323343, 323996, 324569, 323560, 473255]"
u107337,"[322149, 324651, 324314, 323550, 322359, 474821]"
u106368,"[324149, 323349, 322669, 322027, 322918, 3550]"
u107602,"[323891, 324621, 322906, 323488, 324713, 474924]"
u108516,"[3408, 2558, 1845, 3263, 3413, 324624]"
u105524,"[293675, 295118, 293620, 293884, 293664, 1102]"
u102981,"[6521, 5138, 4896, 7526, 4996, 513296]"
u108100,"[1424, 3105, 3311, 2316, 2693, 323030]"
u108790,"[2621, 2989, 3105, 3213, 1593, 322632]"
u107444,"[323272, 324696, 323055, 324434, 322902, 474365]"
u108322,"[2304, 2838, 1992, 2564, 1212, 323631]"
u105802,"[294617, 294526, 294077, 294187, 293430, 1802]"
u104216,"[322033, 323276, 96, 324317, 323980, 473229]"
u101732,"[5833, 7606, 7850, 7758, 7608, 495563]"
u105736,"[292835, 295270, 292729, 292898, 293235, 586]"
u104505,"[36, 322703, 48, 323867, 323769, 472562]"
u104510,"[324287, 323737, 324179, 322379, 323056, 529961]"
u108309,"[841, 2334, 1746, 2865, 3256, 324259]"
u107459,"[322405, 321994, 322116, 324051, 322465, 471187]"
u105930,"[294220, 294438, 293226, 294518, 290212, 661]"
u103936,"[321965, 323720, 323098, 323049, 321910, 473617]"
u106816,"[322674, 324273, 323710, 323133, 322334, 2844]"
u107310,"[323658, 322512, 324398, 324066, 322903, 474845]"
u102208,"[6953, 7126, 4950, 5372, 6477, 487394]"
u105577,"[294377, 293401, 294969, 293124, 290186, 721]"
u103861,"[324266, 323062, 322237, 322580, 324390, 532328]"
u107858,"[324276, 321970, 323776, 323132, 323736, 470971]"
u106593,"[324156, 322843, 323022, 323883, 323621, 639]"
u103748,"[323693, 323795, 323071, 322531, 323290, 530996]"
u103619,"[323575, 324600, 324633, 323633, 322725, 532601]"
u103952,"[323092, 323707, 323518, 71, 322815, 532476]"
u108905,"[3125, 3414, 3479, 3405, 2144, 322025]"
u104997,"[323818, 322391, 323835, 322703, 322802, 474109]"
u104553,"[323478, 322914, 324722, 322599, 323319, 472968]"
u106394,"[48, 322594, 324476, 322055, 322613, 3126]"
u102586,"[5033, 5189, 5401, 7436, 6788, 512747]"
u103126,"[324516, 323326, 323314, 324729, 324647, 473382]"
u103530,"[323159, 323840, 322527, 323531, 324300, 473900]"
u102928,"[7046, 7344, 6797, 7014, 7816, 487963]"
u106038,"[322574, 321979, 324679, 322121, 322975, 1980]"
u108866,"[988, 1188, 2465, 3159, 3314, 322866]"
u101598,"[5656, 5742, 7435, 7769, 5703, 488220]"
u103802,"[322470, 323677, 324597, 322122, 322878, 473405]"
u106840,"[323760, 322020, 322913, 322467, 322199, 2236]"
u102154,"[7617, 7196, 5037, 5746, 7500, 487753]"
u104567,"[322044, 323292, 324015, 322440, 322971, 472343]"
u108766,"[2375, 1577, 1909, 788, 2631, 323797]"
u106312,"[322126, 321965, 322684, 323581, 322370, 2208]"
u108436,"[2069, 1045, 2527, 2439, 1738, 322268]"
u104683,"[322300, 324133, 322426, 322450, 321918, 472368]"
u105673,"[294471, 295269, 292935, 295196, 290149, 2798]"
u101568,"[5281, 7889, 6893, 6606, 6613, 488441]"
u105891,"[294804, 293068, 294549, 294246, 292772, 3168]"
u106385,"[323165, 324713, 323583, 323234, 322629, 2356]"
u105384,"[295348, 294002, 292644, 294617, 293562, 2723]"
u104430,"[322200, 323060, 324684, 322946, 322230, 473853]"
u107506,"[323019, 322753, 321913, 323652, 323104, 474769]"
u103205,"[324377, 323273, 322469, 324070, 322439, 473765]"
u107703,"[322478, 322321, 323270, 322591, 323342, 470969]"
u105838,"[294481, 293016, 292809, 293816, 292913, 3482]"
u106708,"[322759, 323671, 322490, 322837, 323305, 3407]"
u103473,"[322842, 322554, 322401, 323043, 323500, 531813]"
u104515,"[323831, 322097, 324382, 321997, 322566, 472786]"
u101041,"[6568, 5379, 6724, 5340, 5862, 512931]"
u107580,"[323021, 322368, 324411, 324216, 324586, 309]"
u108388,"[3006, 2112, 1974, 1262, 727, 323701]"
u105348,"[294885, 293862, 293420, 293239, 292647, 2945]"
u103907,"[323400, 322664, 322380, 323600, 323650, 473657]"
u101033,"[7735, 6157, 6453, 6091, 7116, 486911]"
u107826,"[324264, 323772, 323555, 323017, 324508, 443]"
u104465,"[322322, 321954, 322691, 323815, 323321, 472677]"
u101188,"[5653, 6408, 7486, 5784, 6301, 486894]"
u106340,"[323110, 322903, 323082, 324067, 323248, 1484]"
u108110,"[3424, 1179, 797, 1930, 2139, 323009]"
u108571,"[2659, 3319, 3372, 1043, 1230, 322720]"
u104380,"[322693, 324315, 322081, 323607, 322140, 473806]"
u104546,"[322819, 322896, 324393, 322905, 323281, 164]"
u107932,"[324229, 323975, 321935, 323603, 323976, 488]"
u107568,"[323917, 324732, 322563, 324237, 323871, 205]"
u104220,"[324626, 52, 323567, 323616, 323189, 473445]"
u103006,"[322882, 324674, 323963, 323497, 323425, 513845]"
u103382,"[324086, 323860, 322006, 323970, 323485, 472316]"
u101259,"[6618, 5514, 7027, 6281, 6474, 486990]"
u101230,"[4933, 5082, 5848, 6991, 5136, 511483]"
u101360,"[7179, 7198, 6965, 7183, 6046, 513019]"
u103463,"[324057, 324244, 324472, 323403, 324176, 472422]"
u104840,"[323972, 323569, 322907, 323253, 324350, 472459]"
u107888,"[322430, 323933, 323700, 322044, 323330, 472260]"
u103112,"[323303, 322287, 324081, 322000, 323707, 473373]"
u102034,"[7165, 6495, 6214, 6060, 7417, 512680]"
u101569,"[5570, 5106, 6111, 6379, 7242, 488225]"
u106694,"[321916, 322469, 324461, 322169, 322356, 1385]"
u102692,"[6785, 6076, 6354, 7740, 7559, 487384]"
u103456,"[323339, 322373, 321930, 323463, 324019, 533195]"
u107073,"[324634, 323714, 323551, 323005, 323597, 474979]"
u105941,"[293571, 294240, 292958, 293359, 294856, 2311]"
u103605,"[322296, 321871, 322009, 324046, 324382, 511386]"
u107593,"[324222, 324227, 322994, 324129, 322858, 472093]"
u108135,"[2115, 3181, 3348, 2618, 1580, 324280]"
u106716,"[323622, 323915, 324079, 322441, 323542, 3406]"
u104066,"[322436, 322000, 321901, 321931, 323024, 473433]"
u101987,"[7623, 5096, 5476, 7492, 6459, 487742]"
u107864,"[323530, 42, 323758, 322417, 323529, 277]"
u106072,"[324484, 323222, 324155, 322576, 322260, 2591]"
u106988,"[324726, 323393, 323423, 324206, 324132, 734]"
u104292,"[324209, 324261, 322542, 323268, 323948, 530503]"
u105872,"[294358, 292626, 293763, 292952, 294223, 1148]"
u108366,"[3281, 1650, 2253, 2790, 2476, 324180]"
u105588,"[294737, 294341, 293180, 292739, 294966, 628]"
u105731,"[295070, 294147, 295357, 294787, 294056, 674]"
u105755,"[293482, 294793, 295077, 293374, 293161, 3521]"
u104332,"[323202, 324002, 322819, 324242, 324656, 474187]"
u106541,"[35, 324734, 322377, 324045, 323744, 2168]"
u106911,"[323925, 323292, 323824, 322719, 323803, 2464]"
u107011,"[324324, 322054, 324600, 322214, 324693, 470533]"
u102452,"[7395, 6127, 5289, 5896, 5941, 495267]"
u105426,"[293001, 290168, 293529, 294974, 292634, 1705]"
u101054,"[7613, 7084, 5777, 5820, 5887, 488310]"
u104238,"[324212, 323590, 324250, 322129, 324317, 472306]"
u108558,"[1034, 2348, 2005, 793, 2890, 322945]"
u101958,"[6662, 6095, 6265, 6449, 5783, 495269]"
u108032,"[914, 2440, 1141, 3546, 3180, 323497]"
u103618,"[322901, 322838, 324147, 322250, 323464, 533127]"
u105722,"[294856, 293240, 295160, 294283, 294649, 2266]"
u108542,"[2203, 2124, 605, 1231, 923, 323842]"
u104138,"[322538, 323233, 323621, 323006, 323404, 474245]"
u106074,"[324452, 323175, 324606, 324086, 324390, 1261]"
u107601,"[322444, 323864, 323602, 323939, 322495, 472057]"
u103903,"[324658, 323828, 322097, 323076, 97, 473908]"
u105031,"[295074, 294644, 294935, 294862, 293566, 2404]"
u104763,"[323659, 324685, 323278, 323188, 324003, 472966]"
u103116,"[323537, 322955, 321981, 321957, 324220, 472873]"
u102342,"[7737, 5191, 7778, 5346, 6747, 488248]"
u102985,"[5438, 7175, 7171, 5578, 5145, 487849]"
u101244,"[5899, 6456, 7695, 6591, 6573, 487800]"
u107964,"[323294, 323528, 52, 322220, 322139, 474699]"
u104388,"[323323, 324083, 323861, 323894, 323051, 472728]"
u106094,"[322245, 324205, 324254, 324620, 321875, 969]"
u102500,"[5451, 5401, 6071, 7006, 6352, 495562]"
u108359,"[1571, 1099, 610, 1617, 3278, 323985]"
u101766,"[5372, 5024, 6570, 7521, 6672, 487160]"
u101512,"[5173, 7049, 5158, 7500, 7655, 488312]"
u101621,"[6806, 6341, 7868, 4990, 5992, 511472]"
u102519,"[7893, 6056, 7289, 5856, 7011, 511351]"
u101812,"[5704, 7488, 6490, 7201, 5721, 513126]"
u108341,"[2463, 1870, 3186, 2528, 2071, 323640]"
u103531,"[322327, 322794, 323119, 324305, 324666, 472528]"
u103190,"[323982, 324498, 54, 324245, 323638, 533618]"
u101088,"[5399, 6742, 7490, 5269, 6831, 487062]"
u108603,"[3462, 973, 2590, 1101, 969, 322988]"
u104678,"[59, 323309, 324019, 324732, 323166, 474189]"
u108589,"[1947, 2764, 3508, 2351, 2873, 322838]"
u101006,"[5677, 7277, 5939, 6041, 7286, 487579]"
u104656,"[322040, 324720, 323626, 324313, 322456, 530678]"
u103766,"[322154, 324416, 322478, 322066, 322919, 519702]"
u105052,"[292972, 294871, 294764, 294662, 294699, 1644]"
u101849,"[5982, 5651, 5492, 7292, 5938, 487723]"
u106148,"[323523, 322711, 322996, 324210, 324680, 2408]"
u102293,"[6634, 5610, 7563, 7210, 6563, 487402]"
u108663,"[2000, 1382, 1968, 3438, 1713, 322774]"
u102333,"[7222, 5854, 6322, 5337, 7422, 495374]"
u101567,"[7318, 6846, 6306, 6434, 5654, 512900]"
u107164,"[322512, 322042, 322329, 324670, 323368, 470881]"
u106287,"[322131, 321949, 324219, 322457, 322875, 3229]"
u105306,"[293092, 290106, 295173, 294264, 293847, 1747]"
u107878,"[322907, 324162, 323581, 321925, 321880, 471199]"
u106994,"[323960, 324602, 324348, 323008, 323117, 2720]"
u102387,"[6447, 7208, 5381, 7740, 6529, 495221]"
u108218,"[2689, 2871, 2410, 1832, 1772, 324480]"
u108074,"[2585, 2578, 946, 1107, 3400, 322313]"
u106732,"[323132, 322732, 322171, 322538, 322938, 3132]"
u107954,"[322287, 322527, 323394, 322520, 323796, 471043]"
u103249,"[322383, 323648, 324721, 323742, 323305, 519704]"
u101494,"[5069, 7196, 5027, 7029, 6235, 487080]"
u104081,"[323082, 323389, 324157, 321963, 322558, 472955]"
u104052,"[323234, 322290, 323065, 324192, 324617, 532148]"
u103697,"[324623, 322118, 323843, 323642, 321875, 472770]"
u108356,"[650, 2627, 2978, 2378, 1950, 324386]"
u102720,"[6406, 7130, 4960, 7874, 6922, 487949]"
u103161,"[322932, 323392, 322271, 324221, 322826, 531981]"
u103496,"[323461, 322349, 322383, 324707, 323037, 533674]"
u107279,"[324401, 324092, 324455, 324352, 324461, 474659]"
u108401,"[2099, 2724, 1977, 1414, 1976, 323846]"
u106699,"[324608, 322145, 322133, 324481, 322728, 1416]"
u103090,"[323119, 324657, 323300, 322888, 322145, 473302]"
u102252,"[6972, 6737, 5428, 6393, 6263, 488189]"
u102850,"[5073, 5084, 7547, 7036, 7810, 513444]"
u103722,"[324507, 324572, 323409, 321904, 324269, 530628]"
u106381,"[33, 323370, 323642, 322084, 322954, 2730]"
u102416,"[5594, 5172, 7893, 7531, 7032, 487322]"
u101417,"[6861, 4980, 6087, 4898, 5340, 487964]"
u107069,"[324326, 322657, 322919, 323630, 321857, 449]"
u108791,"[1769, 2804, 1887, 1449, 1702, 324154]"
u102431,"[6626, 7173, 5531, 5980, 6519, 513243]"
u105361,"[293571, 293126, 290114, 293859, 290171, 3499]"
u107195,"[323896, 324424, 324114, 321916, 322846, 470492]"
u101345,"[5527, 5220, 7056, 5197, 7403, 513058]"
u104543,"[324285, 324077, 322954, 322421, 323889, 473685]"
u104443,"[324083, 321917, 322408, 323803, 322888, 532008]"
u107007,"[324750, 323690, 323931, 322478, 322823, 472272]"
u104628,"[324559, 324684, 322828, 322620, 322914, 473166]"
u107244,"[323322, 323936, 323555, 322996, 322394, 470]"
u105700,"[290186, 292973, 293363, 292658, 292919, 3173]"
u106511,"[322456, 324280, 322485, 323219, 321854, 2109]"
u104416,"[322679, 324102, 324756, 322157, 323264, 472777]"
u103854,"[323999, 323268, 323157, 323667, 324682, 530998]"
u105433,"[293827, 294335, 293057, 293458, 294101, 681]"
u102074,"[7428, 7005, 6164, 7048, 5251, 487815]"
u101840,"[7657, 7474, 6611, 5229, 7254, 488427]"
u102839,"[6620, 5120, 6792, 5213, 5638, 487692]"
u102449,"[5214, 5561, 7252, 6149, 6316, 495410]"
u103863,"[323435, 322658, 322652, 323677, 322095, 473889]"
u108219,"[3505, 3094, 1767, 2047, 3572, 323211]"
u102836,"[5963, 6650, 6816, 6382, 5302, 488435]"
u104808,"[323393, 322536, 324215, 322772, 324493, 473263]"
u104039,"[323426, 323069, 323490, 323233, 323799, 472726]"
u101219,"[6720, 6320, 6087, 5453, 5282, 512961]"
u104900,"[68, 322199, 322649, 324729, 323736, 473582]"
u101850,"[7078, 5021, 7019, 7788, 7747, 511593]"
u103069,"[324478, 323164, 324623, 323568, 324705, 473387]"
u101973,"[5065, 5061, 7112, 6865, 7000, 487645]"
u107028,"[323551, 322019, 323832, 322016, 324665, 472254]"
u103765,"[322050, 322331, 56, 323080, 323886, 473044]"
u101556,"[5969, 4958, 6375, 7047, 5128, 487968]"
u101822,"[7775, 6590, 5015, 6885, 6302, 487299]"
u108807,"[612, 1521, 985, 2217, 2076, 322247]"
u106352,"[324499, 321950, 324467, 321957, 324366, 1536]"
u105582,"[295384, 295061, 292633, 294013, 294281, 2382]"
u108805,"[1865, 2649, 2212, 1691, 3437, 323529]"
u105841,"[293981, 294020, 292915, 292932, 293004, 3511]"
u104859,"[323215, 57, 322885, 323436, 322549, 472511]"
u101712,"[5128, 7557, 5874, 6653, 5506, 487861]"
u106192,"[322965, 323434, 322286, 324352, 322901, 1352]"
u103729,"[322173, 324579, 4, 321865, 323720, 472668]"
u104591,"[323041, 324207, 322462, 323691, 324521, 473928]"
u105979,"[294914, 293508, 293780, 292872, 294288, 3082]"
u101811,"[6116, 5561, 7505, 5171, 7150, 513147]"
u101468,"[6569, 7447, 7653, 6876, 7352, 487313]"
u108768,"[1171, 1309, 2404, 2338, 2464, 322789]"
u106631,"[322842, 323917, 323705, 323049, 323948, 2608]"
u104211,"[322141, 324601, 323721, 322558, 324253, 473640]"
u108406,"[1369, 838, 3503, 1291, 1401, 322400]"
u101855,"[7084, 7173, 5957, 6635, 6272, 512767]"
u107702,"[321850, 323143, 322964, 323172, 323901, 474971]"
u105332,"[292826, 293308, 295379, 294752, 292649, 2287]"
u107380,"[323762, 323875, 322973, 324747, 322560, 470940]"
u106156,"[323196, 322547, 324039, 323106, 323219, 2529]"
u103776,"[322136, 69, 323425, 323568, 324401, 473502]"
u106033,"[324233, 324309, 323911, 323430, 323754, 1746]"
u108134,"[1831, 940, 1221, 3210, 1017, 323884]"
u106964,"[323957, 322148, 324464, 324705, 323929, 3496]"
u102411,"[5171, 7741, 5855, 7077, 4983, 487126]"
u101085,"[6102, 5852, 7143, 5677, 4928, 487238]"
u106258,"[323052, 322447, 322653, 324696, 323536, 2458]"
u102844,"[5814, 6531, 5305, 5930, 7339, 487647]"
u105051,"[290102, 293110, 293716, 293762, 294939, 1477]"
u105095,"[293752, 294096, 293897, 293997, 293652, 1328]"
u107319,"[323324, 323226, 321946, 324607, 323299, 471424]"
u106753,"[322601, 323514, 323199, 324516, 324046, 783]"
u101977,"[7306, 7114, 7143, 6481, 5294, 486974]"
u107139,"[322833, 322244, 322682, 324657, 322939, 470519]"
u106303,"[322287, 323622, 322594, 324547, 322578, 728]"
u107949,"[323778, 321979, 323549, 323685, 323907, 474563]"
u104058,"[321990, 85, 324673, 323339, 322133, 473748]"
u102396,"[7356, 6442, 7640, 7162, 5445, 495327]"
u105407,"[294711, 290152, 294327, 293189, 293284, 2403]"
u107369,"[323803, 323215, 322869, 322527, 323898, 471048]"
u108361,"[1259, 2039, 875, 2247, 3313, 322509]"
u105828,"[293549, 292829, 292879, 295191, 293057, 3410]"
u102727,"[6018, 7865, 7788, 7325, 6033, 487984]"
u107669,"[324067, 322132, 324486, 323393, 323046, 474586]"
u105781,"[295207, 293114, 294502, 294621, 293728, 2342]"
u105846,"[295175, 294001, 294844, 293594, 293382, 1319]"
u105899,"[294065, 293324, 293884, 293756, 294363, 1887]"
u101890,"[6168, 7238, 5856, 6554, 7713, 488402]"
u107764,"[321990, 322336, 322393, 322609, 322881, 471577]"
u103047,"[322949, 323360, 321944, 324557, 323478, 520238]"
u101867,"[5166, 6866, 7714, 5089, 5052, 513377]"
u103111,"[324001, 324408, 322369, 323618, 321989, 473880]"
u105501,"[294842, 292713, 292763, 294946, 294302, 2538]"
u101776,"[5678, 5912, 7640, 5683, 6253, 513361]"
u106985,"[321942, 324664, 322685, 323989, 323733, 1953]"
u104719,"[322146, 322421, 322055, 323216, 323876, 169]"
u101615,"[6430, 7287, 5355, 5516, 5409, 513060]"
u105187,"[293192, 292677, 295185, 294931, 294442, 1130]"
u101451,"[5304, 5121, 5385, 7178, 6605, 487512]"
u102021,"[7226, 6138, 7840, 4930, 6268, 487799]"
u103674,"[323996, 322312, 322947, 322965, 324246, 473893]"
u108444,"[1080, 3156, 3184, 1842, 853, 322190]"
u105774,"[294214, 294012, 295183, 295292, 293267, 2187]"
u108002,"[2577, 1678, 3012, 2143, 987, 324609]"
u103700,"[321942, 321846, 324323, 324232, 324388, 144]"
u103101,"[322697, 322696, 324081, 92, 323240, 472526]"
u108709,"[1107, 2154, 2029, 3337, 1968, 324151]"
u108126,"[1459, 1931, 1577, 608, 1598, 323627]"
u101538,"[7776, 7042, 7166, 6568, 7662, 487344]"
u107391,"[324691, 322014, 322633, 323728, 322198, 474343]"
u101968,"[6298, 6753, 7510, 4998, 5575, 512644]"
u102900,"[5896, 7042, 7690, 7000, 6531, 487135]"
u101395,"[5698, 5780, 5883, 7599, 6356, 487503]"
u107731,"[322991, 323799, 323820, 322323, 322386, 474569]"
u104287,"[324686, 323044, 323305, 323205, 323428, 531865]"
u102666,"[5614, 6345, 6853, 7323, 5604, 513311]"
u108332,"[1725, 712, 1176, 2933, 1920, 322716]"
u102310,"[6624, 5743, 6043, 7869, 5925, 513377]"
u103278,"[322561, 323299, 322827, 322632, 322132, 523451]"
u103138,"[322821, 322218, 324731, 323793, 323692, 472942]"
u103351,"[324082, 324061, 321914, 323839, 324625, 473473]"
u104987,"[323298, 322250, 323560, 323688, 322674, 473442]"
u101634,"[5405, 5551, 7867, 5979, 5545, 486908]"
u106277,"[322580, 323125, 324237, 324682, 323677, 3156]"
u103719,"[323463, 324339, 322866, 323837, 324486, 473330]"
u107520,"[323888, 323213, 323243, 323839, 324591, 471579]"
u104198,"[321896, 324758, 324663, 322802, 324051, 472754]"
u101256,"[7484, 7157, 5601, 5938, 7421, 511299]"
u105655,"[293024, 295221, 293827, 20, 294476, 1571]"
u104914,"[322413, 82, 323907, 322350, 322683, 472937]"
u102209,"[6106, 7359, 5648, 5980, 6184, 495364]"
u106552,"[322457, 324389, 322804, 322225, 322872, 3180]"
u103924,"[324570, 322759, 321907, 323621, 323201, 472356]"
u105364,"[293619, 293320, 293981, 293774, 293316, 1207]"
u102869,"[6637, 5363, 5464, 7402, 5270, 488438]"
u105431,"[292743, 295185, 294948, 293667, 293895, 1580]"
u104476,"[79, 323560, 323039, 323021, 324239, 532666]"
u103287,"[323234, 322107, 322910, 324037, 322336, 513641]"
u102213,"[5555, 5179, 5762, 6719, 7887, 487814]"
u106320,"[322842, 323264, 54, 324678, 322583, 2350]"
u102440,"[5116, 6795, 6651, 6151, 6748, 487911]"
u106725,"[323320, 323908, 323972, 324502, 323581, 2535]"
u101148,"[7797, 6584, 6067, 6675, 5107, 513333]"
u102958,"[6580, 7458, 6479, 6132, 5227, 488104]"
u102173,"[7163, 7587, 6591, 5936, 5936, 487862]"
u101947,"[5772, 6289, 6836, 7137, 5425, 487815]"
u106779,"[322650, 322339, 323042, 324136, 321893, 2179]"
u103702,"[323456, 322765, 323695, 323498, 323213, 474050]"
u105421,"[294064, 294521, 295120, 290234, 293467, 3072]"
u102082,"[5109, 7139, 6350, 7092, 7693, 495559]"
u108581,"[987, 3439, 3122, 1034, 2715, 321993]"
u102088,"[6239, 7147, 6744, 5053, 7157, 511452]"
u101961,"[6774, 5441, 6912, 6566, 5311, 487760]"
u101886,"[5995, 7216, 7563, 6543, 7157, 488092]"
u103352,"[323126, 322337, 322120, 323408, 323824, 473650]"
u106267,"[324260, 323885, 324101, 322592, 323610, 1608]"
u104379,"[322063, 322381, 323299, 324654, 322182, 533372]"
u107688,"[322053, 324280, 323639, 322851, 322938, 472151]"
u104030,"[324608, 322806, 324392, 323791, 323322, 473096]"
u106367,"[322980, 324381, 322987, 324391, 322395, 985]"
u106056,"[321929, 323757, 323151, 323897, 322309, 2389]"
u105615,"[293870, 294091, 292881, 294144, 292899, 1105]"
u105530,"[295074, 295337, 293383, 295238, 292620, 985]"
u103689,"[322213, 322384, 322088, 322001, 322955, 531940]"
u101851,"[6183, 6015, 5051, 5846, 7503, 487199]"
